"species_id","class","order","family","genus","species","common","sci_name"
14741,"Mammalia","Carnivora","Felidae","Catopuma","temminckii","Asiatic Golden Cat","Catopuma temminckii"
14742,"Mammalia","Carnivora","Felidae","Felis","bieti","Chinese Desert Cat","Felis bieti"
14743,"Mammalia","Carnivora","Felidae","Felis","chaus","Jungle Cat","Felis chaus"
14760,"Mammalia","Carnivora","Felidae","Felis","manul","Pallas's Cat","Felis manul"
14744,"Mammalia","Carnivora","Felidae","Felis","margarita","Sand Cat","Felis margarita"
14745,"Mammalia","Carnivora","Felidae","Felis","nigripes","Black-footed Cat","Felis nigripes"
14746,"Mammalia","Carnivora","Felidae","Felis","silvestris","Wild Cat","Felis silvestris"
95584,"Mammalia","Carnivora","Felidae","Leopardus","braccatus",NA,"Leopardus braccatus"
14756,"Mammalia","Carnivora","Felidae","Leopardus","colocolo","Pampas Cat","Leopardus colocolo"
14757,"Mammalia","Carnivora","Felidae","Leopardus","geoffroyi","Geoffroy's Cat","Leopardus geoffroyi"
14758,"Mammalia","Carnivora","Felidae","Leopardus","guigna","Kodkod","Leopardus guigna"
14759,"Mammalia","Carnivora","Felidae","Leopardus","jacobita","Andean Cat","Leopardus jacobita"
95585,"Mammalia","Carnivora","Felidae","Leopardus","pajeros",NA,"Leopardus pajeros"
14748,"Mammalia","Carnivora","Felidae","Leopardus","pardalis","Ocelot","Leopardus pardalis"
14749,"Mammalia","Carnivora","Felidae","Leopardus","tigrinus","Little Spotted Cat","Leopardus tigrinus"
14750,"Mammalia","Carnivora","Felidae","Leopardus","wiedii","Margay","Leopardus wiedii"
14751,"Mammalia","Carnivora","Felidae","Leptailurus","serval","Serval","Leptailurus serval"
14752,"Mammalia","Carnivora","Felidae","Lynx","canadensis","Canada Lynx","Lynx canadensis"
14753,"Mammalia","Carnivora","Felidae","Lynx","lynx","Eurasian Lynx","Lynx lynx"
14754,"Mammalia","Carnivora","Felidae","Lynx","pardinus","Spanish Lynx","Lynx pardinus"
14755,"Mammalia","Carnivora","Felidae","Lynx","rufus","Bobcat","Lynx rufus"
14767,"Mammalia","Carnivora","Felidae","Neofelis","nebulosa","Clouded Leopard","Neofelis nebulosa"
14768,"Mammalia","Carnivora","Felidae","Panthera","leo","Lion","Panthera leo"
14769,"Mammalia","Carnivora","Felidae","Panthera","onca","Jaguar","Panthera onca"
14770,"Mammalia","Carnivora","Felidae","Panthera","pardus","Leopard","Panthera pardus"
14771,"Mammalia","Carnivora","Felidae","Panthera","tigris","Tiger","Panthera tigris"
14772,"Mammalia","Carnivora","Felidae","Pardofelis","marmorata","Marbled Cat","Pardofelis marmorata"
27712,"Mammalia","Carnivora","Felidae","Pardofelis","nebulosa",NA,"Pardofelis nebulosa"
14761,"Mammalia","Carnivora","Felidae","Prionailurus","bengalensis","Leopard Cat","Prionailurus bengalensis"
95703,"Mammalia","Carnivora","Felidae","Prionailurus","iriomotensis",NA,"Prionailurus iriomotensis"
14762,"Mammalia","Carnivora","Felidae","Prionailurus","planiceps","Flat-headed Cat","Prionailurus planiceps"
14763,"Mammalia","Carnivora","Felidae","Prionailurus","rubiginosus","Rusty-spotted Cat","Prionailurus rubiginosus"
14764,"Mammalia","Carnivora","Felidae","Prionailurus","viverrinus","Fishing Cat","Prionailurus viverrinus"
14765,"Mammalia","Carnivora","Felidae","Profelis","aurata","African Golden Cat","Profelis aurata"
14766,"Mammalia","Carnivora","Felidae","Puma","concolor","Puma","Puma concolor"
14747,"Mammalia","Carnivora","Felidae","Puma","yaguarondi","Jaguarundi","Puma yaguarondi"
14773,"Mammalia","Carnivora","Felidae","Uncia","uncia","Snow Leopard","Uncia uncia"
14779,"Mammalia","Carnivora","Herpestidae","Atilax","paludinosus","Marsh Mongoose","Atilax paludinosus"
14780,"Mammalia","Carnivora","Herpestidae","Bdeogale","crassicauda","Bushy-tailed Mongoose","Bdeogale crassicauda"
14781,"Mammalia","Carnivora","Herpestidae","Bdeogale","jacksoni","Jackson's Mongoose","Bdeogale jacksoni"
14782,"Mammalia","Carnivora","Herpestidae","Bdeogale","nigripes","Black-footed Mongoose","Bdeogale nigripes"
14783,"Mammalia","Carnivora","Herpestidae","Crossarchus","alexandri","Alexander's Cusimanse","Crossarchus alexandri"
14784,"Mammalia","Carnivora","Herpestidae","Crossarchus","ansorgei","Ansorge's Cusimanse","Crossarchus ansorgei"
14785,"Mammalia","Carnivora","Herpestidae","Crossarchus","obscurus","Long-nosed Cusimanse","Crossarchus obscurus"
14786,"Mammalia","Carnivora","Herpestidae","Cynictis","penicillata","Yellow Mongoose","Cynictis penicillata"
14787,"Mammalia","Carnivora","Herpestidae","Dologale","dybowskii","Pousargues's Mongoose","Dologale dybowskii"
14788,"Mammalia","Carnivora","Herpestidae","Galerella","flavescens","Black Slender Mongoose","Galerella flavescens"
95537,"Mammalia","Carnivora","Herpestidae","Galerella","ochracea",NA,"Galerella ochracea"
14789,"Mammalia","Carnivora","Herpestidae","Galerella","pulverulenta","Cape Gray Mongoose","Galerella pulverulenta"
14790,"Mammalia","Carnivora","Herpestidae","Galerella","sanguinea","Slender Mongoose","Galerella sanguinea"
14791,"Mammalia","Carnivora","Herpestidae","Galerella","swalius","Namaqua Slender Mongoose","Galerella swalius"
14774,"Mammalia","Carnivora","Herpestidae","Galidia","elegans","Ring-tailed Mongoose","Galidia elegans"
14775,"Mammalia","Carnivora","Herpestidae","Galidictis","fasciata","Broad-striped Mongoose","Galidictis fasciata"
14776,"Mammalia","Carnivora","Herpestidae","Galidictis","grandidieri","Giant-striped Mongoose","Galidictis grandidieri"
14792,"Mammalia","Carnivora","Herpestidae","Helogale","hirtula","Desert Dwarf Mongoose","Helogale hirtula"
14793,"Mammalia","Carnivora","Herpestidae","Helogale","parvula","Dwarf Mongoose","Helogale parvula"
27600,"Mammalia","Carnivora","Herpestidae","Herpestes","auropunctatus",NA,"Herpestes auropunctatus"
14794,"Mammalia","Carnivora","Herpestidae","Herpestes","brachyurus","Short-tailed Mongoose","Herpestes brachyurus"
14795,"Mammalia","Carnivora","Herpestidae","Herpestes","edwardsii","Indian Gray Mongoose","Herpestes edwardsii"
27601,"Mammalia","Carnivora","Herpestidae","Herpestes","fuscus",NA,"Herpestes fuscus"
14796,"Mammalia","Carnivora","Herpestidae","Herpestes","ichneumon","Egyptian Mongoose","Herpestes ichneumon"
14797,"Mammalia","Carnivora","Herpestidae","Herpestes","javanicus","Javan Mongoose","Herpestes javanicus"
14798,"Mammalia","Carnivora","Herpestidae","Herpestes","naso","Long-nosed Mongoose","Herpestes naso"
14800,"Mammalia","Carnivora","Herpestidae","Herpestes","semitorquatus","Collared Mongoose","Herpestes semitorquatus"
14801,"Mammalia","Carnivora","Herpestidae","Herpestes","smithii","Ruddy Mongoose","Herpestes smithii"
14802,"Mammalia","Carnivora","Herpestidae","Herpestes","urva","Crab-eating Mongoose","Herpestes urva"
14803,"Mammalia","Carnivora","Herpestidae","Herpestes","vitticollis","Striped-necked Mongoose","Herpestes vitticollis"
14804,"Mammalia","Carnivora","Herpestidae","Ichneumia","albicauda","White-tailed Mongoose","Ichneumia albicauda"
14805,"Mammalia","Carnivora","Herpestidae","Liberiictis","kuhni","Liberian Mongoose","Liberiictis kuhni"
14806,"Mammalia","Carnivora","Herpestidae","Mungos","gambianus","Gambian Mongoose","Mungos gambianus"
14807,"Mammalia","Carnivora","Herpestidae","Mungos","mungo","Banded Mongoose","Mungos mungo"
14777,"Mammalia","Carnivora","Herpestidae","Mungotictis","decemlineata","Narrow-striped Mongoose","Mungotictis decemlineata"
14808,"Mammalia","Carnivora","Herpestidae","Paracynictis","selousi","Selous's Mongoose","Paracynictis selousi"
14809,"Mammalia","Carnivora","Herpestidae","Rhynchogale","melleri","Meller's Mongoose","Rhynchogale melleri"
14778,"Mammalia","Carnivora","Herpestidae","Salanoia","concolor","Brown-tailed Mongoose","Salanoia concolor"
14810,"Mammalia","Carnivora","Herpestidae","Suricata","suricatta","Meerkat","Suricata suricatta"
14811,"Mammalia","Carnivora","Hyaenidae","Crocuta","crocuta","Spotted Hyena","Crocuta crocuta"
14812,"Mammalia","Carnivora","Hyaenidae","Hyaena","hyaena","Striped Hyena","Hyaena hyaena"
14813,"Mammalia","Carnivora","Hyaenidae","Parahyaena","brunnea","Brown Hyena","Parahyaena brunnea"
14814,"Mammalia","Carnivora","Hyaenidae","Proteles","cristatus","Aardwolf","Proteles cristatus"
14815,"Mammalia","Carnivora","Mustelidae","Amblonyx","cinereus","Oriental Small-clawed Otter","Amblonyx cinereus"
14816,"Mammalia","Carnivora","Mustelidae","Aonyx","capensis","African Clawless Otter","Aonyx capensis"
14817,"Mammalia","Carnivora","Mustelidae","Aonyx","congicus","Congo Clawless Otter","Aonyx congicus"
14828,"Mammalia","Carnivora","Mustelidae","Arctonyx","collaris","Hog Badger","Arctonyx collaris"
14837,"Mammalia","Carnivora","Mustelidae","Conepatus","chinga","Molina's Hog-nosed Skunk","Conepatus chinga"
14838,"Mammalia","Carnivora","Mustelidae","Conepatus","humboldtii","Humboldt's Hog-nosed Skunk","Conepatus humboldtii"
14839,"Mammalia","Carnivora","Mustelidae","Conepatus","leuconotus","Eastern Hog-nosed Skunk","Conepatus leuconotus"
14841,"Mammalia","Carnivora","Mustelidae","Conepatus","semistriatus","Striped Hog-nosed Skunk","Conepatus semistriatus"
14846,"Mammalia","Carnivora","Mustelidae","Eira","barbara","Tayra","Eira barbara"
14847,"Mammalia","Carnivora","Mustelidae","Galictis","cuja","Lesser Grison","Galictis cuja"
14848,"Mammalia","Carnivora","Mustelidae","Galictis","vittata","Greater Grison","Galictis vittata"
14849,"Mammalia","Carnivora","Mustelidae","Gulo","gulo","Wolverine","Gulo gulo"
14824,"Mammalia","Carnivora","Mustelidae","Hydrictis","maculicollis","Spotted-necked Otter","Hydrictis maculicollis"
14850,"Mammalia","Carnivora","Mustelidae","Ictonyx","libyca","Saharan Striped Polecat","Ictonyx libyca"
14851,"Mammalia","Carnivora","Mustelidae","Ictonyx","striatus","Striped Polecat","Ictonyx striatus"
14819,"Mammalia","Carnivora","Mustelidae","Lontra","canadensis","Northern River Otter","Lontra canadensis"
14821,"Mammalia","Carnivora","Mustelidae","Lontra","longicaudis","Neotropical River Otter","Lontra longicaudis"
14822,"Mammalia","Carnivora","Mustelidae","Lontra","provocax","Southern River Otter","Lontra provocax"
14823,"Mammalia","Carnivora","Mustelidae","Lutra","lutra","European Otter","Lutra lutra"
95598,"Mammalia","Carnivora","Mustelidae","Lutra","nippon",NA,"Lutra nippon"
14825,"Mammalia","Carnivora","Mustelidae","Lutra","sumatrana","Hairy-nosed Otter","Lutra sumatrana"
14826,"Mammalia","Carnivora","Mustelidae","Lutrogale","perspicillata","Smooth-coated Otter","Lutrogale perspicillata"
14852,"Mammalia","Carnivora","Mustelidae","Lyncodon","patagonicus","Patagonian Weasel","Lyncodon patagonicus"
14853,"Mammalia","Carnivora","Mustelidae","Martes","americana","American Marten","Martes americana"
14854,"Mammalia","Carnivora","Mustelidae","Martes","flavigula","Yellow-throated Marten","Martes flavigula"
14855,"Mammalia","Carnivora","Mustelidae","Martes","foina","Beech Marten","Martes foina"
14856,"Mammalia","Carnivora","Mustelidae","Martes","gwatkinsii","Nilgiri Marten","Martes gwatkinsii"
14857,"Mammalia","Carnivora","Mustelidae","Martes","martes","European Pine Marten","Martes martes"
14858,"Mammalia","Carnivora","Mustelidae","Martes","melampus","Japanese Marten","Martes melampus"
14859,"Mammalia","Carnivora","Mustelidae","Martes","pennanti","Fisher","Martes pennanti"
14860,"Mammalia","Carnivora","Mustelidae","Martes","zibellina","Sable","Martes zibellina"
14829,"Mammalia","Carnivora","Mustelidae","Meles","meles","Eurasian Badger","Meles meles"
14836,"Mammalia","Carnivora","Mustelidae","Mellivora","capensis","Honey Badger","Mellivora capensis"
14830,"Mammalia","Carnivora","Mustelidae","Melogale","everetti","Everett's Ferret-badger","Melogale everetti"
14831,"Mammalia","Carnivora","Mustelidae","Melogale","moschata","Chinese Ferret-badger","Melogale moschata"
14832,"Mammalia","Carnivora","Mustelidae","Melogale","orientalis","Javan Ferret-badger","Melogale orientalis"
14833,"Mammalia","Carnivora","Mustelidae","Melogale","personata","Burmese Ferret-badger","Melogale personata"
14842,"Mammalia","Carnivora","Mustelidae","Mephitis","macroura","Hooded Skunk","Mephitis macroura"
14843,"Mammalia","Carnivora","Mustelidae","Mephitis","mephitis","Striped Skunk","Mephitis mephitis"
14861,"Mammalia","Carnivora","Mustelidae","Mustela","africana","Tropical Weasel","Mustela africana"
14862,"Mammalia","Carnivora","Mustelidae","Mustela","altaica","Mountain Weasel","Mustela altaica"
14863,"Mammalia","Carnivora","Mustelidae","Mustela","erminea","Ermine","Mustela erminea"
14864,"Mammalia","Carnivora","Mustelidae","Mustela","eversmannii","Steppe Polecat","Mustela eversmannii"
14865,"Mammalia","Carnivora","Mustelidae","Mustela","felipei","Colombian Weasel","Mustela felipei"
14866,"Mammalia","Carnivora","Mustelidae","Mustela","frenata","Long-tailed Weasel","Mustela frenata"
95632,"Mammalia","Carnivora","Mustelidae","Mustela","itatsi",NA,"Mustela itatsi"
14867,"Mammalia","Carnivora","Mustelidae","Mustela","kathiah","Yellow-bellied Weasel","Mustela kathiah"
14868,"Mammalia","Carnivora","Mustelidae","Mustela","lutreola","European Mink","Mustela lutreola"
14869,"Mammalia","Carnivora","Mustelidae","Mustela","lutreolina","Indonesian Mountain Weasel","Mustela lutreolina"
14871,"Mammalia","Carnivora","Mustelidae","Mustela","nivalis","Least Weasel","Mustela nivalis"
14872,"Mammalia","Carnivora","Mustelidae","Mustela","nudipes","Malayan Weasel","Mustela nudipes"
14873,"Mammalia","Carnivora","Mustelidae","Mustela","putorius","European Polecat","Mustela putorius"
14874,"Mammalia","Carnivora","Mustelidae","Mustela","sibirica","Siberian Weasel","Mustela sibirica"
14875,"Mammalia","Carnivora","Mustelidae","Mustela","strigidorsa","Black-striped Weasel","Mustela strigidorsa"
95633,"Mammalia","Carnivora","Mustelidae","Mustela","subpalmata",NA,"Mustela subpalmata"
14876,"Mammalia","Carnivora","Mustelidae","Mustela","vison","American Mink","Mustela vison"
14834,"Mammalia","Carnivora","Mustelidae","Mydaus","javanensis","Sunda Stink Badger","Mydaus javanensis"
14835,"Mammalia","Carnivora","Mustelidae","Mydaus","marchei","Palawan Stink Badger","Mydaus marchei"
14877,"Mammalia","Carnivora","Mustelidae","Poecilogale","albinucha","African Striped Weasel","Poecilogale albinucha"
14827,"Mammalia","Carnivora","Mustelidae","Pteronura","brasiliensis","Giant Otter","Pteronura brasiliensis"
27862,"Mammalia","Carnivora","Mustelidae","Spilogale","gracilis",NA,"Spilogale gracilis"
14844,"Mammalia","Carnivora","Mustelidae","Spilogale","putorius","Eastern Spotted Skunk","Spilogale putorius"
14845,"Mammalia","Carnivora","Mustelidae","Spilogale","pygmaea","Pygmy Spotted Skunk","Spilogale pygmaea"
14879,"Mammalia","Carnivora","Mustelidae","Taxidea","taxus","American Badger","Taxidea taxus"
14878,"Mammalia","Carnivora","Mustelidae","Vormela","peregusna","Marbled Polecat","Vormela peregusna"
14948,"Mammalia","Carnivora","Nandiniidae","Nandinia","binotata","African Palm Civet","Nandinia binotata"
14914,"Mammalia","Carnivora","Procyonidae","Bassaricyon","alleni","Allen's Olingo","Bassaricyon alleni"
14915,"Mammalia","Carnivora","Procyonidae","Bassaricyon","beddardi","Beddard's Olingo","Bassaricyon beddardi"
14916,"Mammalia","Carnivora","Procyonidae","Bassaricyon","gabbii","Olingo","Bassaricyon gabbii"
14917,"Mammalia","Carnivora","Procyonidae","Bassaricyon","lasius","Harris's Olingo","Bassaricyon lasius"
14918,"Mammalia","Carnivora","Procyonidae","Bassaricyon","pauli","Chiriqui Olingo","Bassaricyon pauli"
14920,"Mammalia","Carnivora","Procyonidae","Bassariscus","astutus","Ringtail","Bassariscus astutus"
14921,"Mammalia","Carnivora","Procyonidae","Bassariscus","sumichrasti","Cacomistle","Bassariscus sumichrasti"
14922,"Mammalia","Carnivora","Procyonidae","Nasua","narica","White-nosed Coati","Nasua narica"
14923,"Mammalia","Carnivora","Procyonidae","Nasua","nasua","South American Coati","Nasua nasua"
14924,"Mammalia","Carnivora","Procyonidae","Nasuella","olivacea","Mountain Coati","Nasuella olivacea"
14919,"Mammalia","Carnivora","Procyonidae","Potos","flavus","Kinkajou","Potos flavus"
14925,"Mammalia","Carnivora","Procyonidae","Procyon","cancrivorus","Crab-eating Raccoon","Procyon cancrivorus"
14927,"Mammalia","Carnivora","Procyonidae","Procyon","insularis","Tres Marias Raccoon","Procyon insularis"
14928,"Mammalia","Carnivora","Procyonidae","Procyon","lotor","Northern Raccoon","Procyon lotor"
14931,"Mammalia","Carnivora","Procyonidae","Procyon","pygmaeus","Cozumel Raccoon","Procyon pygmaeus"
14932,"Mammalia","Carnivora","Ursidae","Ailuropoda","melanoleuca","Giant Panda","Ailuropoda melanoleuca"
14934,"Mammalia","Carnivora","Ursidae","Helarctos","malayanus","Sun Bear","Helarctos malayanus"
14935,"Mammalia","Carnivora","Ursidae","Melursus","ursinus","Sloth Bear","Melursus ursinus"
14936,"Mammalia","Carnivora","Ursidae","Tremarctos","ornatus","Spectacled Bear","Tremarctos ornatus"
14937,"Mammalia","Carnivora","Ursidae","Ursus","americanus","American Black Bear","Ursus americanus"
14938,"Mammalia","Carnivora","Ursidae","Ursus","arctos","Brown Bear","Ursus arctos"
27926,"Mammalia","Carnivora","Ursidae","Ursus","malayanus",NA,"Ursus malayanus"
14940,"Mammalia","Carnivora","Ursidae","Ursus","thibetanus","Asiatic Black Bear","Ursus thibetanus"
14949,"Mammalia","Carnivora","Viverridae","Arctictis","binturong","Binturong","Arctictis binturong"
14950,"Mammalia","Carnivora","Viverridae","Arctogalidia","trivirgata","Small-toothed Palm Civet","Arctogalidia trivirgata"
14944,"Mammalia","Carnivora","Viverridae","Chrotogale","owstoni","Owston's Palm Civet","Chrotogale owstoni"
14956,"Mammalia","Carnivora","Viverridae","Civettictis","civetta","African Civet","Civettictis civetta"
14945,"Mammalia","Carnivora","Viverridae","Cynogale","bennettii","Otter Civet","Cynogale bennettii"
14946,"Mammalia","Carnivora","Viverridae","Diplogale","hosei","Hose's Palm Civet","Diplogale hosei"
14957,"Mammalia","Carnivora","Viverridae","Genetta","abyssinica","Abyssinian Genet","Genetta abyssinica"
14958,"Mammalia","Carnivora","Viverridae","Genetta","angolensis","Angolan Genet","Genetta angolensis"
95539,"Mammalia","Carnivora","Viverridae","Genetta","cristata",NA,"Genetta cristata"
95540,"Mammalia","Carnivora","Viverridae","Genetta","fieldiana",NA,"Genetta fieldiana"
14959,"Mammalia","Carnivora","Viverridae","Genetta","genetta","Small-spotted Genet","Genetta genetta"
14960,"Mammalia","Carnivora","Viverridae","Genetta","johnstoni","Johnston's Genet","Genetta johnstoni"
14961,"Mammalia","Carnivora","Viverridae","Genetta","maculata","Panther Genet","Genetta maculata"
14962,"Mammalia","Carnivora","Viverridae","Genetta","servalina","Servaline Genet","Genetta servalina"
14963,"Mammalia","Carnivora","Viverridae","Genetta","thierryi","Haussa Genet","Genetta thierryi"
14964,"Mammalia","Carnivora","Viverridae","Genetta","tigrina","Large-spotted Genet","Genetta tigrina"
14965,"Mammalia","Carnivora","Viverridae","Genetta","victoriae","Giant Genet","Genetta victoriae"
14947,"Mammalia","Carnivora","Viverridae","Hemigalus","derbyanus","Banded Palm Civet","Hemigalus derbyanus"
27599,"Mammalia","Carnivora","Viverridae","Hemigalus","owstoni",NA,"Hemigalus owstoni"
14951,"Mammalia","Carnivora","Viverridae","Macrogalidia","musschenbroekii","Sulawesi Palm Civet","Macrogalidia musschenbroekii"
14966,"Mammalia","Carnivora","Viverridae","Osbornictis","piscivora","Aquatic Genet","Osbornictis piscivora"
14952,"Mammalia","Carnivora","Viverridae","Paguma","larvata","Masked Palm Civet","Paguma larvata"
14953,"Mammalia","Carnivora","Viverridae","Paradoxurus","hermaphroditus","Asian Palm Civet","Paradoxurus hermaphroditus"
14954,"Mammalia","Carnivora","Viverridae","Paradoxurus","jerdoni","Jerdon's Palm Civet","Paradoxurus jerdoni"
27710,"Mammalia","Carnivora","Viverridae","Paradoxurus","lignicolor",NA,"Paradoxurus lignicolor"
14955,"Mammalia","Carnivora","Viverridae","Paradoxurus","zeylonensis","Golden Palm Civet","Paradoxurus zeylonensis"
